dictionary size=  10000
list element size=  100 

Start value = J  Goal value = P 

Expand Node | Fringe
--------------------
-           | (7197, 'J')
X23         | (8860, 'B21'), (8906, 'P16'), (8962, 'W19'), (8911, 'H5'), (8918, 'I'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (8936, 'X23'), (9548, 'O6'), (9193, 'P'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9325, 'W'), (9863, 'X7'), (10146, 'F7'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9'), (9682, 'R1')
B21         | (8906, 'P16'), (8911, 'H5'), (8962, 'W19'), (8936, 'X23'), (8918, 'I'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (9325, 'W'), (9548, 'O6'), (9193, 'P'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (9210, 'Y24'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P'), (10348, 'M9')
P16         | (8911, 'H5'), (8918, 'I'), (8962, 'W19'), (8936, 'X23'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9145, 'S6'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9325, 'E24'), (10417, 'F12'), (9673, 'P')
H5          | (8918, 'I'), (8936, 'X23'), (8962, 'W19'), (9100, 'F23'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (9145, 'S6'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9325, 'E24'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (9673, 'P'), (10417, 'F12')
I           | (1291, 'U13'), (7509, 'J22'), (8962, 'W19'), (8436, 'S25'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (8936, 'X23'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9325, 'E24'), (9100, 'F23'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (10417, 'F12'), (9673, 'P'), (9670, 'R7'), (9145, 'S6')
U13         | (7509, 'J22'), (8436, 'S25'), (8962, 'W19'), (8936, 'X23'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (9100, 'F23'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (10417, 'F12'), (9673, 'P'), (9670, 'R7')
J22         | (8436, 'S25'), (8936, 'X23'), (8962, 'W19'), (9100, 'F23'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (9145, 'S6'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9325, 'E24'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (10417, 'F12'), (9673, 'P')
S25         | (8936, 'X23'), (9100, 'F23'), (8962, 'W19'), (9145, 'S6'), (9193, 'P'), (9002, 'S6'), (9402, 'K4'), (9325, 'E24'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9257, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (9264, 'K4'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12'), (10417, 'F12')
X23         | (8962, 'W19'), (9100, 'F23'), (9002, 'S6'), (9145, 'S6'), (9193, 'P'), (9257, 'K4'), (9402, 'K4'), (9325, 'E24'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9264, 'K4'), (9263, 'P13'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (10417, 'F12'), (9588, 'M15'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19'), (10562, 'F12')
W19         | (9002, 'S6'), (9100, 'F23'), (9257, 'K4'), (9145, 'S6'), (9193, 'P'), (9263, 'P13'), (9402, 'K4'), (9325, 'E24'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9264, 'K4'), (9588, 'M15'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (10417, 'F12'), (10562, 'F12'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12'), (9961, 'R19')
S6          | (9100, 'F23'), (9145, 'S6'), (9257, 'K4'), (9325, 'E24'), (9193, 'P'), (9263, 'P13'), (9402, 'K4'), (9670, 'R7'), (9325, 'W'), (9548, 'O6'), (9210, 'Y24'), (9264, 'K4'), (9588, 'M15'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9961, 'R19'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (9672, 'R7'), (10093, 'I9'), (10417, 'F12'), (10562, 'F12'), (10038, 'W13'), (10008, 'F7'), (10424, 'F12')
F23         | (9145, 'S6'), (9193, 'P'), (9257, 'K4'), (9325, 'E24'), (9210, 'Y24'), (9263, 'P13'), (9402, 'K4'), (9670, 'R7'), (9325, 'W'), (9548, 'O6'), (9672, 'R7'), (9264, 'K4'), (9588, 'M15'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9961, 'R19'), (9592, 'Q23'), (9682, 'R1'), (9863, 'X7'), (10146, 'F7'), (10348, 'M9'), (10424, 'F12'), (10093, 'I9'), (10417, 'F12'), (10562, 'F12'), (10038, 'W13'), (10008, 'F7')
S6          | (9193, 'P'), (9210, 'Y24'), (9257, 'K4'), (9325, 'E24'), (9548, 'O6'), (9263, 'P13'), (9402, 'K4'), (9670, 'R7'), (9325, 'W'), (9863, 'X7'), (9672, 'R7'), (9264, 'K4'), (9588, 'M15'), (10001, 'F7'), (9685, 'O19'), (9673, 'P'), (9961, 'R19'), (9592, 'Q23'), (9682, 'R1'), (10008, 'F7'), (10146, 'F7'), (10348, 'M9'), (10424, 'F12'), (10093, 'I9'), (10417, 'F12'), (10562, 'F12'), (10038, 'W13')
P           | 
Path: J => L3 => K => Q15 => M => R20 => P
Cost: 313

AStar algorithm --- 9005600 nano seconds ---

AStar algorithm --- 0.0090056 seconds ---

Expand Node | Fringe
--------------------
-           | J
J           | V10, O19, L3, Y7, P18, R1, X5
X5          | V10, O19, L3, Y7, P18, R1
R1          | V10, O19, L3, Y7, P18
P18         | V10, O19, L3, Y7
Y7          | V10, O19, L3
L3          | K, V10, O19
O19         | K, V10
V10         | K
K           | N14, Q15, Q9, X7, Z3, K7, T25, O0, L16, V0, W13
W13         | N14, Q15, Q9, X7, Z3, K7, T25, O0, L16, V0
V0          | N14, Q15, Q9, X7, Z3, K7, T25, O0, L16
L16         | N14, Q15, Q9, X7, Z3, K7, T25, O0
O0          | N14, Q15, Q9, X7, Z3, K7, T25
T25         | O, R, N14, Q15, Q9, X7, Z3, K7
K7          | O, R, N14, Q15, Q9, X7, Z3
Z3          | O, R, N14, Q15, Q9, X7
X7          | O, R, N14, Q15, Q9
Q9          | D, O, R, N14, Q15
Q15         | M, D, O, R, N14
N14         | G, M, D, O, R
R           | Y9, U18, S6, W11, R18, W2, G, M, D, O
O           | P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11, R18, W2, G, M, D
D           | D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11, R18, W2, G, M
M           | Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11, R18, W2, G
G           | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11, R18, W2
W2          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11, R18
R18         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6, W11
W11         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18, S6
S6          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9, U18
U18         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2, Y9
Y9          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3, Q2
Q2          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11, X3
X3          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19, S11
S11         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6, S19
S19         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24, Y6
Y6          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6, Q24
Q24         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8, X6
X6          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16, Y8
Y8          | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18, P16
P16         | Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12, X18
X18         | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2, G12
G12         | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15, P2
P2          | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19, H15
H15         | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3, L19
L19         | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3, O3
O3          | L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18, V3
V3          | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23, Y18
Y18         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15, R23
R23         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20, M15
M15         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9, N20
N20         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6, I9
I9          | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13, D6
D6          | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22, D13
D13         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22, Q22
Q22         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9, T22
T22         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12, X9
X9          | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17, O12
O12         | V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23, W17
W17         | U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20, X23
X23         | U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12, R20
R20         | P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20, Z12
Z12         | P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5, T20
T20         | P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12, I5
I5          | P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23, Q12
Q12         | Q, P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1, H23
H23         | Q, P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21, K1
K1          | Q, P, A, U, V, N, L, Y19, V1, G15, S7, R17, I21
I21         | Q, P, A, U, V, N, L, Y19, V1, G15, S7, R17
R17         | Q, P, A, U, V, N, L, Y19, V1, G15, S7
S7          | Q, P, A, U, V, N, L, Y19, V1, G15
G15         | Q, P, A, U, V, N, L, Y19, V1
V1          | C, Q, P, A, U, V, N, L, Y19
Y19         | Y, C, Q, P, A, U, V, N, L
L           | O6, N8, S12, X10, S5, Q7, N0, M9, Y, C, Q, P, A, U, V, N
N           | X20, W23, V21, W20, O6, N8, S12, X10, S5, Q7, N0, M9, Y, C, Q, P, A, U, V
V           | X21, Y15, X20, W23, V21, W20, O6, N8, S12, X10, S5, Q7, N0, M9, Y, C, Q, P, A, U
U           | Z15, U20, Y4, X21, Y15, X20, W23, V21, W20, O6, N8, S12, X10, S5, Q7, N0, M9, Y, C, Q, P, A
A           | C22, B6, F0, V8, F20, A17, H5, Z15, U20, Y4, X21, Y15, X20, W23, V21, W20, O6, N8, S12, X10, S5, Q7, N0, M9, Y, C, Q, P
P           | 
Path: J => L3 => K => Q15 => M => R20 => P

BFS algorithm --- 1020800 nano seconds ---

BFS algorithm --- 0.0010208 seconds ---

Expand Node | Fringe
--------------------
-           | (0, 'J')
J           | (23, 'V10'), (40, 'O19'), (31, 'Y7'), (82, 'R1'), (50, 'L3'), (79, 'P18'), (61, 'X5')
V10         | (31, 'Y7'), (40, 'O19'), (61, 'X5'), (82, 'R1'), (50, 'L3'), (79, 'P18')
Y7          | (40, 'O19'), (50, 'L3'), (61, 'X5'), (82, 'R1'), (79, 'P18')
O19         | (50, 'L3'), (79, 'P18'), (61, 'X5'), (82, 'R1')
L3          | (61, 'X5'), (79, 'P18'), (82, 'R1')
X5          | (79, 'P18'), (82, 'R1')
P18         | (82, 'R1')
R1          | 
No path from J to P

UCS algorithm --- 0 nano seconds ---

UCS algorithm --- 0.0 seconds ---

Expand Node | Fringe
--------------------
-           | J
J           | X5, R1, P18, Y7, L3, O19, V10
V10         | X5, R1, P18, Y7, L3, O19
O19         | X5, R1, P18, Y7, L3
L3          | X5, R1, P18, Y7, K
K           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, N14
N14         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, G
G           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, V1, Y19
Y19         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, V1, Y
Y           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, V1
V1          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, C
C           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, L25, N15
N15         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, L25
L25         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, F
F           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11, R2, H6, U22, M13, I25
I25         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11, R2, H6, U22, M13
M13         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11, R2, H6, U22
U22         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11, R2, H6
H6          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11, R2
R2          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12, Q11
Q11         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16, N12
N12         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6, S16
S16         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0, U6
U6          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7, Q0
Q0          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12, R7
R7          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21, C12
C12         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23, P21
P21         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23, F23
F23         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5, E23
E23         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19, Y5
Y5          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, V19
V19         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, S
S           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, W16, W15, W5, S0
S0          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, W16, W15, W5
W5          | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, W16, W15
W15         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, W16
W16         | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, B
B           | X5, R1, P18, Y7, W13, V0, L16, O0, T25, K7, Z3, X7, Q9, Q15, T20, I5, Q12, H23, K1, I21, R17, S6, S7, X6, X23, G15, E24, J5, U7, Y24, Y23, Y14, B21, I6, C25, B19, P13, V20, V25, M7, K23, M5, R19, L7
