dictionary size=  1000000
list element size=  1000 

Start value = H  Goal value = M 

Expand Node | Fringe
--------------------
-           | (401223, 'H')
Z14         | (570849, 'P15'), (807294, 'J14'), (611262, 'I2'), (867667, 'Q'), (963903, 'Q0'), (925144, 'L'), (855341, 'G11'), (923395, 'S0'), (894970, 'Y6'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (976235, 'Z0'), (926756, 'F8'), (959411, 'J13')
P15         | (611262, 'I2'), (807294, 'J14'), (855341, 'G11'), (867667, 'Q'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (923395, 'S0'), (894970, 'Y6'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (959411, 'J13'), (976235, 'Z0'), (926756, 'F8')
I2          | (807294, 'J14'), (867667, 'Q'), (855341, 'G11'), (894970, 'Y6'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (923395, 'S0'), (926756, 'F8'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (959411, 'J13'), (976235, 'Z0')
J14         | (855341, 'G11'), (867667, 'Q'), (911581, 'F'), (894970, 'Y6'), (963903, 'Q0'), (925144, 'L'), (945924, 'P10'), (923395, 'S0'), (926756, 'F8'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (976235, 'Z0'), (959411, 'J13')
G11         | (867667, 'Q'), (894970, 'Y6'), (911581, 'F'), (923395, 'S0'), (963903, 'Q0'), (925144, 'L'), (945924, 'P10'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (976235, 'Z0')
Q           | (99097, 'W14'), (307909, 'V7'), (472713, 'T14'), (469969, 'U2'), (963903, 'Q0'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (495824, 'X20'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0')
W14         | (307909, 'V7'), (469969, 'U2'), (472713, 'T14'), (495824, 'X20'), (963903, 'Q0'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (976235, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8')
V7          | (354753, 'R'), (469969, 'U2'), (472713, 'T14'), (495824, 'X20'), (963903, 'Q0'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (852452, 'K'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0')
R           | (342096, 'X5'), (346905, 'Y4'), (472713, 'T14'), (600712, 'X4'), (469969, 'U2'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (852452, 'K'), (495824, 'X20'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (922560, 'S0'), (983833, 'X15'), (963903, 'Q0')
X5          | (346905, 'Y4'), (469969, 'U2'), (472713, 'T14'), (600712, 'X4'), (495824, 'X20'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (852452, 'K'), (963903, 'Q0'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (922560, 'S0'), (983833, 'X15')
Y4          | (469969, 'U2'), (495824, 'X20'), (472713, 'T14'), (600712, 'X4'), (963903, 'Q0'), (925144, 'L'), (894970, 'Y6'), (923395, 'S0'), (852452, 'K'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (911581, 'F'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (922560, 'S0')
U2          | (472713, 'T14'), (495824, 'X20'), (894970, 'Y6'), (600712, 'X4'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (923395, 'S0'), (852452, 'K'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0')
T14         | (495824, 'X20'), (600712, 'X4'), (894970, 'Y6'), (852452, 'K'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (923395, 'S0'), (976235, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8')
X20         | (89208, 'E'), (600712, 'X4'), (894970, 'Y6'), (852452, 'K'), (963903, 'Q0'), (925144, 'L'), (911581, 'F'), (923395, 'S0'), (976235, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (926061, 'S0'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8')
E           | (236455, 'M10'), (466540, 'P2'), (467466, 'Z25'), (777149, 'O21'), (600712, 'X4'), (640326, 'W2'), (911581, 'F'), (923395, 'S0'), (852452, 'K'), (874023, 'P5'), (843567, 'T22'), (907803, 'W13'), (894970, 'Y6'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (878796, 'E13'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (963472, 'Q0'), (994934, 'X6'), (925144, 'L'), (926061, 'S0')
M10         | (466540, 'P2'), (600712, 'X4'), (467466, 'Z25'), (777149, 'O21'), (843567, 'T22'), (640326, 'W2'), (911581, 'F'), (923395, 'S0'), (852452, 'K'), (874023, 'P5'), (926061, 'S0'), (907803, 'W13'), (894970, 'Y6'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (878796, 'E13'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (963472, 'Q0'), (994934, 'X6'), (925144, 'L')
P2          | (467466, 'Z25'), (600712, 'X4'), (640326, 'W2'), (777149, 'O21'), (843567, 'T22'), (894970, 'Y6'), (911581, 'F'), (923395, 'S0'), (852452, 'K'), (874023, 'P5'), (926061, 'S0'), (907803, 'W13'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (878796, 'E13'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (963472, 'Q0'), (994934, 'X6')
Z25         | (600712, 'X4'), (777149, 'O21'), (640326, 'W2'), (852452, 'K'), (843567, 'T22'), (894970, 'Y6'), (911581, 'F'), (923395, 'S0'), (878796, 'E13'), (874023, 'P5'), (926061, 'S0'), (907803, 'W13'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (994934, 'X6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (963472, 'Q0')
X4          | (640326, 'W2'), (777149, 'O21'), (894970, 'Y6'), (852452, 'K'), (843567, 'T22'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (878796, 'E13'), (874023, 'P5'), (926061, 'S0'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (994934, 'X6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3')
W2          | (777149, 'O21'), (843567, 'T22'), (894970, 'Y6'), (852452, 'K'), (874023, 'P5'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (878796, 'E13'), (963903, 'Q0'), (926061, 'S0'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (976235, 'Z0'), (994934, 'X6'), (983833, 'X15'), (985751, 'J3')
O21         | (843567, 'T22'), (852452, 'K'), (894970, 'Y6'), (878796, 'E13'), (874023, 'P5'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (985751, 'J3'), (994934, 'X6'), (983833, 'X15')
T22         | (852452, 'K'), (874023, 'P5'), (894970, 'Y6'), (878796, 'E13'), (926061, 'S0'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (926756, 'F8'), (985751, 'J3'), (994934, 'X6')
K           | (215574, 'K25'), (283339, 'L25'), (238825, 'W0'), (878796, 'E13'), (340805, 'S23'), (332988, 'X0'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (458121, 'O16'), (894970, 'Y6'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (983833, 'X15'), (777021, 'O21'), (963472, 'Q0'), (907803, 'W13')
K25         | (238825, 'W0'), (283339, 'L25'), (332988, 'X0'), (878796, 'E13'), (340805, 'S23'), (894970, 'Y6'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (458121, 'O16'), (907803, 'W13'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (983833, 'X15'), (777021, 'O21'), (963472, 'Q0')
W0          | (283339, 'L25'), (340805, 'S23'), (332988, 'X0'), (878796, 'E13'), (458121, 'O16'), (894970, 'Y6'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (777021, 'O21'), (907803, 'W13'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (983833, 'X15'), (963472, 'Q0')
L25         | (332988, 'X0'), (340805, 'S23'), (894970, 'Y6'), (878796, 'E13'), (458121, 'O16'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (777021, 'O21'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (983833, 'X15')
X0          | (340805, 'S23'), (458121, 'O16'), (894970, 'Y6'), (878796, 'E13'), (777021, 'O21'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0')
S23         | (458121, 'O16'), (739036, 'O'), (894970, 'Y6'), (878796, 'E13'), (777021, 'O21'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0')
O16         | (739036, 'O'), (777021, 'O21'), (894970, 'Y6'), (878796, 'E13'), (874023, 'P5'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (926061, 'S0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0')
O           | (119288, 'U14'), (207194, 'S1'), (894970, 'Y6'), (878796, 'E13'), (575643, 'W8'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (777021, 'O21'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0'), (983833, 'X15')
U14         | (207194, 'S1'), (575643, 'W8'), (894970, 'Y6'), (878796, 'E13'), (777021, 'O21'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (874023, 'P5'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0'), (926061, 'S0')
S1          | (575643, 'W8'), (777021, 'O21'), (894970, 'Y6'), (878796, 'E13'), (874023, 'P5'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (926061, 'S0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (963903, 'Q0')
W8          | (777021, 'O21'), (874023, 'P5'), (894970, 'Y6'), (878796, 'E13'), (926061, 'S0'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (923395, 'S0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0')
O21         | (874023, 'P5'), (878796, 'E13'), (894970, 'Y6'), (923395, 'S0'), (926061, 'S0'), (907803, 'W13'), (911581, 'F'), (926756, 'F8'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (959411, 'J13'), (994934, 'X6'), (985751, 'J3')
P5          | (878796, 'E13'), (923395, 'S0'), (894970, 'Y6'), (926756, 'F8'), (926061, 'S0'), (907803, 'W13'), (911581, 'F'), (959411, 'J13'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (925144, 'L'), (945924, 'P10'), (922560, 'S0'), (985751, 'J3'), (994934, 'X6')
E13         | (894970, 'Y6'), (923395, 'S0'), (907803, 'W13'), (926756, 'F8'), (926061, 'S0'), (925144, 'L'), (911581, 'F'), (959411, 'J13'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (994934, 'X6'), (945924, 'P10'), (922560, 'S0'), (985751, 'J3')
Y6          | (706851, 'W'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (926061, 'S0'), (925144, 'L'), (922560, 'S0'), (926756, 'F8'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (994934, 'X6'), (945924, 'P10'), (985751, 'J3'), (959411, 'J13')
W           | (28750, 'W24'), (907803, 'W13'), (911581, 'F'), (923395, 'S0'), (926061, 'S0'), (925144, 'L'), (922560, 'S0'), (926756, 'F8'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (994934, 'X6'), (945924, 'P10'), (985751, 'J3'), (959411, 'J13'), (975506, 'Z0')
W24         | (907803, 'W13'), (923395, 'S0'), (911581, 'F'), (926756, 'F8'), (926061, 'S0'), (925144, 'L'), (922560, 'S0'), (959411, 'J13'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (994934, 'X6'), (945924, 'P10'), (985751, 'J3'), (975506, 'Z0')
W13         | (911581, 'F'), (923395, 'S0'), (922560, 'S0'), (926756, 'F8'), (926061, 'S0'), (925144, 'L'), (945924, 'P10'), (959411, 'J13'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (963472, 'Q0'), (994934, 'X6'), (975506, 'Z0'), (985751, 'J3')
F           | (922560, 'S0'), (923395, 'S0'), (925144, 'L'), (926756, 'F8'), (926061, 'S0'), (963472, 'Q0'), (945924, 'P10'), (959411, 'J13'), (976235, 'Z0'), (963903, 'Q0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6'), (975506, 'Z0')
S0          | (923395, 'S0'), (926061, 'S0'), (925144, 'L'), (926756, 'F8'), (963903, 'Q0'), (963472, 'Q0'), (945924, 'P10'), (959411, 'J13'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6')
S0          | (925144, 'L'), (926061, 'S0'), (945924, 'P10'), (926756, 'F8'), (963903, 'Q0'), (963472, 'Q0'), (994934, 'X6'), (959411, 'J13'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15'), (985751, 'J3')
L           | (345190, 'W9'), (926756, 'F8'), (607531, 'T24'), (959411, 'J13'), (963903, 'Q0'), (926061, 'S0'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15'), (963472, 'Q0'), (945924, 'P10')
W9          | (607531, 'T24'), (926756, 'F8'), (660054, 'T'), (959411, 'J13'), (963903, 'Q0'), (926061, 'S0'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15'), (963472, 'Q0'), (945924, 'P10')
T24         | (660054, 'T'), (926756, 'F8'), (926061, 'S0'), (959411, 'J13'), (963903, 'Q0'), (945924, 'P10'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15'), (963472, 'Q0')
T           | (926061, 'S0'), (926756, 'F8'), (945924, 'P10'), (959411, 'J13'), (963903, 'Q0'), (963472, 'Q0'), (994934, 'X6'), (985751, 'J3'), (976235, 'Z0'), (975506, 'Z0'), (983833, 'X15')
S0          | (926756, 'F8'), (959411, 'J13'), (945924, 'P10'), (976235, 'Z0'), (963903, 'Q0'), (963472, 'Q0'), (994934, 'X6'), (985751, 'J3'), (983833, 'X15'), (975506, 'Z0')
F8          | (945924, 'P10'), (959411, 'J13'), (963472, 'Q0'), (976235, 'Z0'), (963903, 'Q0'), (975506, 'Z0'), (994934, 'X6'), (985751, 'J3'), (983833, 'X15')
P10         | (959411, 'J13'), (963903, 'Q0'), (963472, 'Q0'), (976235, 'Z0'), (983833, 'X15'), (975506, 'Z0'), (994934, 'X6'), (985751, 'J3')
J13         | (963472, 'Q0'), (963903, 'Q0'), (975506, 'Z0'), (976235, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6')
Q0          | (963903, 'Q0'), (976235, 'Z0'), (975506, 'Z0'), (994934, 'X6'), (983833, 'X15'), (985751, 'J3')
Q0          | (975506, 'Z0'), (976235, 'Z0'), (985751, 'J3'), (994934, 'X6'), (983833, 'X15')
Z0          | (411315, 'U'), (976235, 'Z0'), (985751, 'J3'), (994934, 'X6'), (983833, 'X15')
U           | (821649, 'Z16'), (976235, 'Z0'), (985751, 'J3'), (994934, 'X6'), (983833, 'X15')
Z16         | (976235, 'Z0'), (983833, 'X15'), (985751, 'J3'), (994934, 'X6')
Z0          | (983833, 'X15'), (994934, 'X6'), (985751, 'J3')
X15         | (153258, 'J'), (994934, 'X6'), (985751, 'J3')
J           | (66271, 'V22'), (200714, 'L17'), (109418, 'Q25'), (778910, 'O23'), (218097, 'L16'), (457840, 'M9'), (110975, 'R11'), (994934, 'X6'), (899900, 'P7'), (957778, 'J13'), (944291, 'P10'), (985751, 'J3'), (609768, 'V4'), (733880, 'O17')
V22         | (109418, 'Q25'), (200714, 'L17'), (110975, 'R11'), (778910, 'O23'), (218097, 'L16'), (457840, 'M9'), (733880, 'O17'), (994934, 'X6'), (899900, 'P7'), (957778, 'J13'), (944291, 'P10'), (985751, 'J3'), (609768, 'V4')
Q25         | (110975, 'R11'), (200714, 'L17'), (457840, 'M9'), (778910, 'O23'), (218097, 'L16'), (609768, 'V4'), (733880, 'O17'), (994934, 'X6'), (899900, 'P7'), (957778, 'J13'), (944291, 'P10'), (985751, 'J3')
R11         | (200714, 'L17'), (218097, 'L16'), (457840, 'M9'), (778910, 'O23'), (944291, 'P10'), (609768, 'V4'), (733880, 'O17'), (994934, 'X6'), (899900, 'P7'), (957778, 'J13'), (985751, 'J3')
L17         | (218097, 'L16'), (778910, 'O23'), (457840, 'M9'), (899900, 'P7'), (944291, 'P10'), (609768, 'V4'), (733880, 'O17'), (994934, 'X6'), (985751, 'J3'), (957778, 'J13')
L16         | (457840, 'M9'), (778910, 'O23'), (609768, 'V4'), (899900, 'P7'), (944291, 'P10'), (957778, 'J13'), (733880, 'O17'), (994934, 'X6'), (985751, 'J3')
M9          | (609768, 'V4'), (778910, 'O23'), (733880, 'O17'), (899900, 'P7'), (944291, 'P10'), (957778, 'J13'), (985751, 'J3'), (994934, 'X6')
V4          | (733880, 'O17'), (778910, 'O23'), (957778, 'J13'), (867501, 'Q'), (944291, 'P10'), (994934, 'X6'), (985751, 'J3'), (899900, 'P7')
O17         | (778910, 'O23'), (867501, 'Q'), (957778, 'J13'), (899900, 'P7'), (944291, 'P10'), (994934, 'X6'), (985751, 'J3')
O23         | (867501, 'Q'), (899900, 'P7'), (957778, 'J13'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6')
Q           | (98931, 'W14'), (307743, 'V7'), (472547, 'T14'), (469803, 'U2'), (495658, 'X20'), (957778, 'J13'), (899900, 'P7'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6')
W14         | (307743, 'V7'), (469803, 'U2'), (472547, 'T14'), (944291, 'P10'), (495658, 'X20'), (957778, 'J13'), (899900, 'P7'), (985751, 'J3'), (994934, 'X6')
V7          | (354587, 'R'), (469803, 'U2'), (472547, 'T14'), (852286, 'K'), (495658, 'X20'), (957778, 'J13'), (899900, 'P7'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6')
R           | (341930, 'X5'), (495658, 'X20'), (346739, 'Y4'), (852286, 'K'), (600546, 'X4'), (469803, 'U2'), (899900, 'P7'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6'), (922394, 'S0'), (957778, 'J13'), (472547, 'T14')
X5          | (346739, 'Y4'), (495658, 'X20'), (469803, 'U2'), (852286, 'K'), (600546, 'X4'), (472547, 'T14'), (899900, 'P7'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6'), (922394, 'S0'), (957778, 'J13')
Y4          | (469803, 'U2'), (495658, 'X20'), (472547, 'T14'), (852286, 'K'), (600546, 'X4'), (957778, 'J13'), (899900, 'P7'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6'), (922394, 'S0')
U2          | (472547, 'T14'), (495658, 'X20'), (899900, 'P7'), (852286, 'K'), (600546, 'X4'), (957778, 'J13'), (922394, 'S0'), (985751, 'J3'), (944291, 'P10'), (994934, 'X6')
T14         | (495658, 'X20'), (600546, 'X4'), (899900, 'P7'), (852286, 'K'), (994934, 'X6'), (957778, 'J13'), (922394, 'S0'), (985751, 'J3'), (944291, 'P10')
X20         | (89042, 'E'), (600546, 'X4'), (899900, 'P7'), (852286, 'K'), (994934, 'X6'), (957778, 'J13'), (922394, 'S0'), (985751, 'J3'), (944291, 'P10')
E           | (236289, 'M10'), (467300, 'Z25'), (466374, 'P2'), (600546, 'X4'), (776983, 'O21'), (873857, 'P5'), (843401, 'T22'), (878630, 'E13'), (640160, 'W2'), (994934, 'X6'), (852286, 'K'), (957778, 'J13'), (899900, 'P7'), (963306, 'Q0'), (922394, 'S0'), (985751, 'J3'), (907637, 'W13'), (944291, 'P10')
M10         | (466374, 'P2'), (467300, 'Z25'), (843401, 'T22'), (600546, 'X4'), (776983, 'O21'), (873857, 'P5'), (922394, 'S0'), (878630, 'E13'), (640160, 'W2'), (994934, 'X6'), (852286, 'K'), (957778, 'J13'), (899900, 'P7'), (963306, 'Q0'), (944291, 'P10'), (985751, 'J3'), (907637, 'W13')
P2          | (467300, 'Z25'), (600546, 'X4'), (843401, 'T22'), (640160, 'W2'), (776983, 'O21'), (873857, 'P5'), (922394, 'S0'), (878630, 'E13'), (907637, 'W13'), (994934, 'X6'), (852286, 'K'), (957778, 'J13'), (899900, 'P7'), (963306, 'Q0'), (944291, 'P10'), (985751, 'J3')
Z25         | (600546, 'X4'), (640160, 'W2'), (843401, 'T22'), (878630, 'E13'), (776983, 'O21'), (873857, 'P5'), (922394, 'S0'), (985751, 'J3'), (907637, 'W13'), (994934, 'X6'), (852286, 'K'), (957778, 'J13'), (899900, 'P7'), (963306, 'Q0'), (944291, 'P10')
X4          | (640160, 'W2'), (776983, 'O21'), (843401, 'T22'), (878630, 'E13'), (852286, 'K'), (873857, 'P5'), (922394, 'S0'), (985751, 'J3'), (907637, 'W13'), (994934, 'X6'), (944291, 'P10'), (957778, 'J13'), (899900, 'P7'), (963306, 'Q0')
W2          | (776983, 'O21'), (852286, 'K'), (843401, 'T22'), (878630, 'E13'), (944291, 'P10'), (873857, 'P5'), (922394, 'S0'), (985751, 'J3'), (907637, 'W13'), (994934, 'X6'), (963306, 'Q0'), (957778, 'J13'), (899900, 'P7')
O21         | (843401, 'T22'), (852286, 'K'), (873857, 'P5'), (878630, 'E13'), (944291, 'P10'), (899900, 'P7'), (922394, 'S0'), (985751, 'J3'), (907637, 'W13'), (994934, 'X6'), (963306, 'Q0'), (957778, 'J13')
T22         | (852286, 'K'), (878630, 'E13'), (873857, 'P5'), (907637, 'W13'), (944291, 'P10'), (899900, 'P7'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (963306, 'Q0')
K           | (215408, 'K25'), (238659, 'W0'), (283173, 'L25'), (332822, 'X0'), (878630, 'E13'), (457955, 'O16'), (340639, 'S23'), (873857, 'P5'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7'), (922394, 'S0'), (776855, 'O21'), (985751, 'J3'), (907637, 'W13')
K25         | (238659, 'W0'), (332822, 'X0'), (283173, 'L25'), (873857, 'P5'), (878630, 'E13'), (457955, 'O16'), (340639, 'S23'), (907637, 'W13'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7'), (922394, 'S0'), (776855, 'O21'), (985751, 'J3')
W0          | (283173, 'L25'), (332822, 'X0'), (340639, 'S23'), (873857, 'P5'), (878630, 'E13'), (457955, 'O16'), (776855, 'O21'), (907637, 'W13'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7'), (922394, 'S0'), (985751, 'J3')
L25         | (332822, 'X0'), (873857, 'P5'), (340639, 'S23'), (907637, 'W13'), (878630, 'E13'), (457955, 'O16'), (776855, 'O21'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7'), (922394, 'S0')
X0          | (340639, 'S23'), (873857, 'P5'), (457955, 'O16'), (907637, 'W13'), (878630, 'E13'), (899900, 'P7'), (776855, 'O21'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (922394, 'S0')
S23         | (457955, 'O16'), (873857, 'P5'), (738870, 'O'), (907637, 'W13'), (878630, 'E13'), (776855, 'O21'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0'), (899900, 'P7')
O16         | (738870, 'O'), (873857, 'P5'), (776855, 'O21'), (907637, 'W13'), (878630, 'E13'), (899900, 'P7'), (922394, 'S0'), (985751, 'J3'), (957778, 'J13'), (994934, 'X6'), (944291, 'P10'), (963306, 'Q0')
