dictionary size=  1000000
list element size=  1000 

Start value = H  Goal value = M 

Expand Node | Fringe
--------------------
-           | (401223, 'H')
G21         | (546868, 'E7'), (554126, 'G'), (567427, 'I21'), (611401, 'V4'), (554142, 'G'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (664951, 'Y24'), (574192, 'A'), (760793, 'V21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (749192, 'I11'), (869632, 'Q'), (841727, 'N15'), (874454, 'P5'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (825959, 'I16'), (994934, 'X6')
E7          | (554126, 'G'), (554142, 'G'), (567427, 'I21'), (611401, 'V4'), (574192, 'A'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (664951, 'Y24'), (841727, 'N15'), (760793, 'V21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (749192, 'I11'), (869632, 'Q'), (994934, 'X6'), (874454, 'P5'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (825959, 'I16')
G           | (224871, 'R12'), (298170, 'K7'), (567427, 'I21'), (523615, 'G25'), (310070, 'X22'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (407928, 'M18'), (361324, 'V15'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (760793, 'V21'), (445311, 'N1'), (548184, 'X8'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6'), (841727, 'N15'), (874454, 'P5'), (492775, 'O4'), (825959, 'I16'), (777580, 'O21')
R12         | (298170, 'K7'), (310070, 'X22'), (567427, 'I21'), (523615, 'G25'), (361324, 'V15'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (407928, 'M18'), (548184, 'X8'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (760793, 'V21'), (445311, 'N1'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6'), (841727, 'N15'), (874454, 'P5'), (492775, 'O4'), (825959, 'I16')
K7          | (310070, 'X22'), (361324, 'V15'), (567427, 'I21'), (523615, 'G25'), (407928, 'M18'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (445311, 'N1'), (548184, 'X8'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (760793, 'V21'), (492775, 'O4'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6'), (841727, 'N15'), (874454, 'P5'), (825959, 'I16')
X22         | (361324, 'V15'), (407928, 'M18'), (567427, 'I21'), (523615, 'G25'), (445311, 'N1'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (492775, 'O4'), (548184, 'X8'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (760793, 'V21'), (825959, 'I16'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6'), (841727, 'N15'), (874454, 'P5')
V15         | (407928, 'M18'), (445311, 'N1'), (567427, 'I21'), (523615, 'G25'), (492775, 'O4'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (760793, 'V21'), (548184, 'X8'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6'), (874454, 'P5')
M18         | (445311, 'N1'), (492775, 'O4'), (567427, 'I21'), (523615, 'G25'), (548184, 'X8'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (554142, 'G'), (760793, 'V21'), (777580, 'O21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (574192, 'A'), (841727, 'N15'), (825959, 'I16'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (994934, 'X6')
N1          | (492775, 'O4'), (523615, 'G25'), (567427, 'I21'), (554142, 'G'), (548184, 'X8'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (574192, 'A'), (760793, 'V21'), (777580, 'O21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (611401, 'V4'), (841727, 'N15'), (825959, 'I16'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q'), (994934, 'X6')
O4          | (523615, 'G25'), (548184, 'X8'), (567427, 'I21'), (554142, 'G'), (760793, 'V21'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (574192, 'A'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (611401, 'V4'), (841727, 'N15'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11'), (869632, 'Q')
G25         | (548184, 'X8'), (554142, 'G'), (567427, 'I21'), (574192, 'A'), (760793, 'V21'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (611401, 'V4'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (869632, 'Q'), (841727, 'N15'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7'), (749192, 'I11')
X8          | (554142, 'G'), (574192, 'A'), (567427, 'I21'), (611401, 'V4'), (760793, 'V21'), (697938, 'N10'), (738591, 'X7'), (735513, 'O17'), (664951, 'Y24'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (740469, 'K18'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (749192, 'I11'), (869632, 'Q'), (841727, 'N15'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (879227, 'E13'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22'), (901533, 'P7')
G           | (567427, 'I21'), (574192, 'A'), (697938, 'N10'), (611401, 'V4'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (664951, 'Y24'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (749192, 'I11'), (869632, 'Q'), (841727, 'N15'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (843998, 'T22')
I21         | (574192, 'A'), (611401, 'V4'), (697938, 'N10'), (664951, 'Y24'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (749192, 'I11'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (843998, 'T22'), (869632, 'Q'), (841727, 'N15'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8')
A           | (152536, 'D16'), (226701, 'N20'), (697938, 'N10'), (498434, 'S17'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (551503, 'N9'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (585902, 'T12'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (872968, 'D24'), (843998, 'T22'), (749192, 'I11'), (869632, 'Q'), (611401, 'V4'), (841727, 'N15')
D16         | (226701, 'N20'), (498434, 'S17'), (697938, 'N10'), (551503, 'N9'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (585902, 'T12'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (611401, 'V4'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (872968, 'D24'), (843998, 'T22'), (749192, 'I11'), (869632, 'Q'), (841727, 'N15')
N20         | (498434, 'S17'), (551503, 'N9'), (697938, 'N10'), (585902, 'T12'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (611401, 'V4'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (664951, 'Y24'), (841727, 'N15'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (872968, 'D24'), (843998, 'T22'), (749192, 'I11'), (869632, 'Q'), (925144, 'L')
S17         | (551503, 'N9'), (585902, 'T12'), (697938, 'N10'), (611401, 'V4'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (664951, 'Y24'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (749192, 'I11'), (841727, 'N15'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (872968, 'D24'), (843998, 'T22'), (925144, 'L'), (869632, 'Q')
N9          | (585902, 'T12'), (611401, 'V4'), (697938, 'N10'), (664951, 'Y24'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (735513, 'O17'), (749192, 'I11'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (780543, 'O23'), (843998, 'T22'), (841727, 'N15'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (872968, 'D24'), (869632, 'Q'), (925144, 'L')
T12         | (611401, 'V4'), (664951, 'Y24'), (697938, 'N10'), (735513, 'O17'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (780543, 'O23'), (749192, 'I11'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (872968, 'D24'), (843998, 'T22'), (841727, 'N15'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (925144, 'L'), (869632, 'Q')
V4          | (664951, 'Y24'), (735513, 'O17'), (697938, 'N10'), (749192, 'I11'), (760793, 'V21'), (740469, 'K18'), (738591, 'X7'), (780543, 'O23'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (852824, 'K15'), (866656, 'T20'), (895699, 'Y6'), (872968, 'D24'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8'), (925144, 'L')
Y24         | (697938, 'N10'), (735513, 'O17'), (738591, 'X7'), (749192, 'I11'), (760793, 'V21'), (740469, 'K18'), (852824, 'K15'), (780543, 'O23'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (895699, 'Y6'), (872968, 'D24'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0'), (926756, 'F8')
N10         | (735513, 'O17'), (749192, 'I11'), (738591, 'X7'), (780543, 'O23'), (760793, 'V21'), (740469, 'K18'), (852824, 'K15'), (872968, 'D24'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (826883, 'I16'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (895699, 'Y6'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (868502, 'Q'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15'), (963903, 'Q0')
O17         | (738591, 'X7'), (749192, 'I11'), (740469, 'K18'), (780543, 'O23'), (760793, 'V21'), (826883, 'I16'), (852824, 'K15'), (872968, 'D24'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (868502, 'Q'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (895699, 'Y6'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (908234, 'W13'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13'), (945924, 'P10'), (983833, 'X15')
X7          | (740469, 'K18'), (749192, 'I11'), (826883, 'I16'), (780543, 'O23'), (760793, 'V21'), (868502, 'Q'), (852824, 'K15'), (817377, 'V'), (841727, 'N15'), (825959, 'I16'), (777580, 'O21'), (908234, 'W13'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (872968, 'D24'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (812755, 'X21'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13'), (945924, 'P10'), (895699, 'Y6')
K18         | (749192, 'I11'), (760793, 'V21'), (826883, 'I16'), (780543, 'O23'), (777580, 'O21'), (868502, 'Q'), (852824, 'K15'), (817377, 'V'), (841727, 'N15'), (825959, 'I16'), (812755, 'X21'), (908234, 'W13'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (872968, 'D24'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (874454, 'P5'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13'), (945924, 'P10')
I11         | (760793, 'V21'), (777580, 'O21'), (826883, 'I16'), (780543, 'O23'), (812755, 'X21'), (868502, 'Q'), (852824, 'K15'), (817377, 'V'), (841727, 'N15'), (825959, 'I16'), (874454, 'P5'), (908234, 'W13'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (872968, 'D24'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (945924, 'P10'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L'), (959411, 'J13')
V21         | (777580, 'O21'), (780543, 'O23'), (826883, 'I16'), (817377, 'V'), (812755, 'X21'), (868502, 'Q'), (852824, 'K15'), (872968, 'D24'), (841727, 'N15'), (825959, 'I16'), (874454, 'P5'), (908234, 'W13'), (879227, 'E13'), (909830, 'F'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (833959, 'Z21'), (994934, 'X6'), (945924, 'P10'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (925144, 'L')
O21         | (780543, 'O23'), (812755, 'X21'), (826883, 'I16'), (817377, 'V'), (825959, 'I16'), (868502, 'Q'), (852824, 'K15'), (872968, 'D24'), (841727, 'N15'), (833959, 'Z21'), (874454, 'P5'), (908234, 'W13'), (879227, 'E13'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (843998, 'T22'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F'), (909830, 'F')
O23         | (812755, 'X21'), (817377, 'V'), (826883, 'I16'), (841727, 'N15'), (825959, 'I16'), (868502, 'Q'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (833959, 'Z21'), (874454, 'P5'), (908234, 'W13'), (879227, 'E13'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7'), (911581, 'F')
X21         | (817377, 'V'), (825959, 'I16'), (826883, 'I16'), (841727, 'N15'), (833959, 'Z21'), (868502, 'Q'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (874454, 'P5'), (908234, 'W13'), (879227, 'E13'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (895699, 'Y6'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (901533, 'P7')
V           | (127780, 'Z20'), (833959, 'Z21'), (659118, 'V9'), (841727, 'N15'), (874454, 'P5'), (826883, 'I16'), (825959, 'I16'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (868502, 'Q'), (852824, 'K15'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (879227, 'E13'), (854953, 'K')
Z20         | (659118, 'V9'), (833959, 'Z21'), (825959, 'I16'), (841727, 'N15'), (874454, 'P5'), (826883, 'I16'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (868502, 'Q'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (879227, 'E13')
V9          | (623319, 'S'), (833959, 'Z21'), (825959, 'I16'), (841727, 'N15'), (874454, 'P5'), (826883, 'I16'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (868502, 'Q'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (879227, 'E13')
S           | (418060, 'U4'), (833959, 'Z21'), (825959, 'I16'), (841727, 'N15'), (874454, 'P5'), (826883, 'I16'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (868502, 'Q'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3'), (879227, 'E13')
U4          | (825959, 'I16'), (833959, 'Z21'), (826883, 'I16'), (841727, 'N15'), (874454, 'P5'), (868502, 'Q'), (852824, 'K15'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (854953, 'K'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0'), (985751, 'J3')
I16         | (826883, 'I16'), (833959, 'Z21'), (852824, 'K15'), (841727, 'N15'), (874454, 'P5'), (868502, 'Q'), (854953, 'K'), (872968, 'D24'), (843998, 'T22'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (869632, 'Q'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15'), (963903, 'Q0')
I16         | (833959, 'Z21'), (841727, 'N15'), (852824, 'K15'), (843998, 'T22'), (874454, 'P5'), (868502, 'Q'), (854953, 'K'), (872968, 'D24'), (869632, 'Q'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (909830, 'F'), (963903, 'Q0'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7'), (983833, 'X15')
Z21         | (841727, 'N15'), (843998, 'T22'), (852824, 'K15'), (869632, 'Q'), (874454, 'P5'), (868502, 'Q'), (854953, 'K'), (872968, 'D24'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (994934, 'X6'), (945924, 'P10'), (901533, 'P7')
N15         | (843998, 'T22'), (869632, 'Q'), (852824, 'K15'), (872968, 'D24'), (874454, 'P5'), (868502, 'Q'), (854953, 'K'), (901533, 'P7'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (866656, 'T20'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (994934, 'X6'), (945924, 'P10')
T22         | (852824, 'K15'), (869632, 'Q'), (854953, 'K'), (872968, 'D24'), (874454, 'P5'), (868502, 'Q'), (866656, 'T20'), (901533, 'P7'), (909830, 'F'), (911581, 'F'), (895699, 'Y6'), (908234, 'W13'), (879227, 'E13'), (985751, 'J3'), (945924, 'P10'), (959411, 'J13'), (926756, 'F8'), (983833, 'X15'), (963903, 'Q0'), (925144, 'L'), (994934, 'X6')
